# Avastel long time infected IPs blocklist
# Last update: Mon Mar 04 2024 00:03:51 GMT+0000 (Coordinated Universal Time)
# Number IPs blocked: 12735

ip_address;num_days;autonomous_system
113.128.89.186;25;Chinanet
113.190.240.207;34;VNPT Corp
113.161.227.42;30;VNPT Corp
113.176.13.100;16;VNPT Corp
113.168.120.238;34;VNPT Corp
113.160.161.6;45;VNPT Corp
113.161.186.135;17;VNPT Corp
113.52.148.43;49;IP Core Sdn Bhd
113.26.251.19;40;Chinanet
113.162.84.60;21;VNPT Corp
113.160.220.64;49;VNPT Corp
113.160.250.32;56;VNPT Corp
113.160.173.137;15;VNPT Corp
113.161.6.158;26;VNPT Corp
113.176.107.28;44;VNPT Corp
113.160.43.46;41;VNPT Corp
113.161.146.219;27;VNPT Corp
113.176.95.112;37;VNPT Corp
113.200.222.57;27;CHINA UNICOM China169 Backbone
113.52.123.153;26;Companhia de Telecomunicacoes de Macau SARL
113.190.255.10;42;VNPT Corp
113.160.101.136;31;VNPT Corp
113.160.249.73;15;VNPT Corp
113.177.5.140;45;VNPT Corp
113.163.187.9;55;VNPT Corp
113.160.225.210;49;VNPT Corp
113.30.145.50;15;
113.176.14.4;34;VNPT Corp
113.160.250.248;54;VNPT Corp
113.190.131.230;24;VNPT Corp
113.160.196.16;24;VNPT Corp
113.181.118.84;40;VNPT Corp
113.53.29.56;17;TOT Public Company Limited
113.161.94.189;18;VNPT Corp
113.53.83.134;17;TOT Public Company Limited
113.161.145.185;17;VNPT Corp
113.160.116.252;16;VNPT Corp
113.172.93.45;15;VNPT Corp
113.160.201.174;59;VNPT Corp
113.161.242.244;30;VNPT Corp
113.160.115.216;38;VNPT Corp
113.161.77.211;18;VNPT Corp
113.161.75.86;32;VNPT Corp
113.252.24.66;17;HGC Global Communications Limited
113.190.242.192;18;VNPT Corp
113.190.252.45;30;VNPT Corp
113.184.48.88;19;VNPT Corp
113.53.29.45;54;TOT Public Company Limited
113.169.165.66;17;VNPT Corp
113.161.229.115;45;VNPT Corp
113.160.12.206;30;VNPT Corp
113.190.44.3;36;VNPT Corp
113.176.64.155;34;VNPT Corp
113.161.7.84;58;VNPT Corp
113.184.81.32;20;VNPT Corp
113.162.53.103;16;VNPT Corp
113.128.187.54;30;Chinanet
113.173.213.65;15;VNPT Corp
113.168.167.94;17;VNPT Corp
113.160.128.224;20;VNPT Corp
113.176.29.57;19;VNPT Corp
113.175.240.63;33;VNPT Corp
113.161.6.156;30;VNPT Corp
113.162.247.250;32;VNPT Corp
113.176.95.107;19;VNPT Corp
113.178.234.198;27;VNPT Corp
113.161.194.86;58;VNPT Corp
113.161.4.77;28;VNPT Corp
113.53.82.185;18;TOT Public Company Limited
113.190.248.42;22;VNPT Corp
113.160.221.57;39;VNPT Corp
113.163.69.211;38;VNPT Corp
113.190.19.53;33;VNPT Corp
113.190.253.60;43;VNPT Corp
113.160.173.210;24;VNPT Corp
113.190.224.152;19;VNPT Corp
113.163.69.160;15;VNPT Corp
113.128.147.182;49;Chinanet
113.164.244.98;33;VNPT Corp
113.161.204.222;43;VNPT Corp
113.160.224.173;26;VNPT Corp
113.160.244.142;45;VNPT Corp
113.188.244.74;35;VNPT Corp
113.53.60.174;20;TOT Public Company Limited
113.162.55.226;24;VNPT Corp
113.186.214.245;15;VNPT Corp
113.160.55.194;53;VNPT Corp
113.160.14.72;57;VNPT Corp
113.161.81.165;51;VNPT Corp
113.164.176.24;26;VNPT Corp
113.161.24.151;23;VNPT Corp
113.161.128.14;26;VNPT Corp
113.161.68.250;18;VNPT Corp
113.160.183.129;46;VNPT Corp
113.161.52.158;44;VNPT Corp
113.176.108.209;25;VNPT Corp
113.160.112.44;39;VNPT Corp
113.164.131.34;28;VNPT Corp
113.161.177.33;46;VNPT Corp
113.164.236.59;47;VNPT Corp
113.160.173.252;35;VNPT Corp
114.4.3.4;46;INDOSAT Internet Network Provider
114.4.97.102;19;INDOSAT Internet Network Provider
114.5.96.106;37;INDOSAT Internet Network Provider
114.6.20.227;24;INDOSAT Internet Network Provider
114.6.20.230;15;INDOSAT Internet Network Provider
114.6.114.30;15;INDOSAT Internet Network Provider
114.7.1.130;25;INDOSAT Internet Network Provider
114.7.124.154;47;INDOSAT Internet Network Provider
114.7.242.122;42;INDOSAT Internet Network Provider
114.9.18.150;36;
114.32.1.46;18;Data Communication Business Group
114.32.86.28;39;Data Communication Business Group
114.32.142.156;59;Data Communication Business Group
114.32.152.120;20;Data Communication Business Group
114.32.158.152;43;Data Communication Business Group
114.32.246.205;32;Data Communication Business Group
114.32.253.93;44;Data Communication Business Group
114.32.254.71;49;Data Communication Business Group
114.33.82.179;41;Data Communication Business Group
114.33.98.7;50;Data Communication Business Group
114.33.148.52;38;Data Communication Business Group
114.33.202.118;43;Data Communication Business Group
114.34.72.27;15;Data Communication Business Group
114.34.111.164;25;Data Communication Business Group
114.35.27.164;25;Data Communication Business Group
114.35.88.158;22;Data Communication Business Group
114.35.179.195;15;Data Communication Business Group
114.69.249.83;39;AS Number for Interdomain Routing
114.75.203.185;48;Microplex PTY LTD
114.79.137.139;22;D-Vois Broadband Pvt Ltd
114.79.145.70;29;D-Vois Broadband Pvt Ltd
114.79.149.230;47;D-Vois Broadband Pvt Ltd
114.79.155.234;59;D-Vois Broadband Pvt Ltd
114.79.177.114;37;D-Vois Broadband Pvt Ltd
114.83.223.84;30;China Telecom Group
114.83.252.69;22;China Telecom Group
114.127.222.3;20;PT. Telekomunikasi Selular
114.127.245.13;16;PT. Telekomunikasi Selular
114.135.80.84;16;Chinanet
114.141.53.14;40;PT Cyberplus Media Pratama
114.142.146.31;40;Diyixian.com Limited
114.143.30.142;42;Tata Teleservices Maharashtra Ltd
114.143.114.166;15;Tata Teleservices Maharashtra Ltd
114.143.119.202;19;Tata Teleservices Maharashtra Ltd
114.143.131.44;30;Tata Teleservices Maharashtra Ltd
114.143.171.122;56;Tata Teleservices Maharashtra Ltd
114.143.201.158;36;Tata Teleservices Maharashtra Ltd
114.143.208.138;49;Tata Teleservices Maharashtra Ltd
114.143.210.162;58;Tata Teleservices Maharashtra Ltd
114.143.210.164;24;Tata Teleservices Maharashtra Ltd
114.143.218.18;15;Tata Teleservices Maharashtra Ltd
114.143.228.196;19;Tata Teleservices Maharashtra Ltd
114.199.107.130;50;PT Solusi Aksesindo Pratama
114.200.239.5;39;yoido full gaspel church
114.239.219.60;15;Chinanet
115.42.211.146;37;SingNet
115.73.209.120;52;Viettel Group
115.73.209.130;17;Viettel Group
115.73.211.44;31;Viettel Group
115.73.211.209;58;Viettel Group
115.73.221.109;22;Viettel Group
115.73.222.192;32;Viettel Group
115.73.241.219;15;Viettel Group
115.74.202.62;37;Viettel Group
115.74.207.57;39;Viettel Group
115.74.227.121;59;Viettel Group
115.74.233.66;53;Viettel Group
115.74.238.85;37;Viettel Group
115.74.241.166;53;Viettel Group
115.74.245.243;21;Viettel Group
115.75.10.70;20;Viettel Group
115.75.10.222;49;Viettel Group
115.75.34.43;25;Viettel Group
115.75.66.45;48;Viettel Group
115.75.80.245;18;Viettel Group
115.75.82.178;24;Viettel Group
115.75.112.236;36;Viettel Group
115.75.187.106;50;Viettel Group
115.75.189.49;51;Viettel Group
115.77.110.230;22;Viettel Group
115.77.191.253;58;Viettel Group
115.77.216.199;19;Viettel Group
115.78.164.83;57;Viettel Group
115.78.226.46;33;Viettel Group
115.79.36.201;58;Viettel Group
115.79.38.34;23;Viettel Group
115.79.46.164;15;Viettel Group
115.79.136.117;40;Viettel Group
115.79.196.113;35;Viettel Group
115.84.76.201;36;Lao Telecom Communication, LTC
115.84.80.104;31;Lao Telecom Communication, LTC
115.84.92.211;39;Lao Telecom Communication, LTC
115.84.104.19;18;Lao Telecom Communication, LTC
115.84.106.176;38;Lao Telecom Communication, LTC
115.84.113.200;34;Lao Telecom Communication, LTC
115.84.224.194;33;Eastern Telecoms Phils., Inc.
115.84.230.124;57;Eastern Telecoms Phils., Inc.
115.84.253.194;24;Eastern Telecoms Phils., Inc.
115.85.1.84;32;Eastern Telecoms Phils., Inc.
115.85.4.82;40;Eastern Telecoms Phils., Inc.
115.85.73.139;39;PT ARTHA TELEKOMINDO
115.85.75.38;17;PT ARTHA TELEKOMINDO
115.85.84.101;23;PT ARTHA TELEKOMINDO
115.85.128.185;16;D-1-G, Jalan Multimedia 7AJ
115.88.194.185;48;LG DACOM Corporation
115.89.45.124;51;LG DACOM Corporation
115.91.19.219;56;LG DACOM Corporation
115.97.66.26;53;Hathway IP Over Cable Internet
115.97.103.84;31;Hathway IP Over Cable Internet
115.113.118.74;38;TATA Communications formerly VSNL is Leading ISP
115.113.173.34;58;TATA Communications formerly VSNL is Leading ISP
115.127.5.146;24;BRACNet Limited
115.127.5.194;35;BRACNet Limited
115.127.46.71;31;BRACNet Limited
115.127.116.242;29;BRACNet Limited
115.127.138.210;35;BRACNet Limited
115.146.188.38;25;Philippine Long Distance Telephone Company
115.147.9.18;47;Philippine Long Distance Telephone Company
115.147.9.21;17;Philippine Long Distance Telephone Company
115.147.18.156;44;Philippine Long Distance Telephone Company
115.147.20.121;35;Philippine Long Distance Telephone Company
115.147.24.235;25;Philippine Long Distance Telephone Company
115.147.26.77;47;Philippine Long Distance Telephone Company
115.147.28.98;23;Philippine Long Distance Telephone Company
115.147.35.255;41;Philippine Long Distance Telephone Company
115.147.43.214;32;Philippine Long Distance Telephone Company
115.147.45.198;35;Philippine Long Distance Telephone Company
115.147.60.55;17;Philippine Long Distance Telephone Company
115.147.63.211;35;Philippine Long Distance Telephone Company
115.166.140.102;30;Khetan Cable Network Pvt. Limited
115.166.141.118;22;Khetan Cable Network Pvt. Limited
115.178.102.218;41;Kappa Internet Services Private Limited
115.186.128.142;39;Nayatel Pvt Ltd
115.186.145.138;49;Nayatel Pvt Ltd
115.186.149.42;55;Nayatel Pvt Ltd
115.186.150.50;23;Nayatel Pvt Ltd
115.186.175.20;28;Nayatel Pvt Ltd
115.186.175.24;23;Nayatel Pvt Ltd
115.186.177.170;36;Nayatel Pvt Ltd
115.227.19.195;16;CT-HangZhou-IDC
115.231.66.170;25;Chinanet
115.231.95.226;30;JINHUA, ZHEJIANG Province, P.R.China.
115.231.196.163;42;Chinanet
115.236.75.10;27;Chinanet
115.238.44.234;23;Chinanet
115.239.23.100;29;Chinanet
115.239.166.42;19;Chinanet
115.239.176.226;35;Chinanet
116.0.1.250;15;PT Hasindo Net
116.0.48.234;56;Supernet Limited Transit Autonomous System Number
116.9.204.101;53;Chinanet
116.12.74.82;47;Lanka Communication Services
116.14.127.238;36;Singtel Fibre Broadband
116.48.131.49;41;HKT Limited
116.48.134.97;16;HKT Limited
116.50.180.38;46;Eastern Telecoms Phils., Inc.
116.50.182.165;57;Eastern Telecoms Phils., Inc.
116.50.235.212;37;Eastern Telecoms Phils., Inc.
116.55.101.52;44;Chinanet
116.58.20.65;17;Autonomous System Number for Nexlinx
116.58.251.248;19;CAT TELECOM Public Company Ltd,CAT
116.68.162.170;31;PT Sumber Data Indonesia
116.68.168.26;57;PT Sumber Data Indonesia
116.68.193.2;41;Agni Systems Limited
116.73.243.187;21;Hathway IP Over Cable Internet
116.74.4.2;20;Hathway IP Over Cable Internet
116.90.122.26;48;Sign In PVT LTD
116.90.168.135;51;Departemen Energi dan Sumber Daya Mineral
116.90.239.18;24;Websurfer Nepal Internet Service Provider
116.95.33.220;17;CHINA UNICOM China169 Backbone
116.97.108.90;15;Viettel Group
116.97.240.6;43;Viettel Group
116.97.243.70;33;Viettel Group
116.98.115.234;25;Viettel Group
116.98.177.17;19;Viettel Corporation
116.98.248.156;22;Viettel Corporation
116.100.14.51;18;Viettel Corporation
116.101.68.226;22;Viettel Group
116.101.69.142;26;Viettel Group
116.103.39.32;20;Viettel Corporation
116.103.230.94;59;Viettel Corporation
116.104.171.104;19;Viettel Group
116.105.226.143;26;Viettel Corporation
116.108.202.62;21;Viettel Group
116.109.193.249;21;Viettel Group
116.110.9.99;35;Viettel Corporation
116.111.46.215;28;Viettel Group
116.118.104.151;56;Saigon Postel Corporation
116.197.131.159;32;PT. Fiber Networks Indonesia
116.204.143.33;30;House 1Katasur Ground Floor
116.206.152.69;26;Ishans Network
116.206.152.196;43;Ishans Network
116.206.232.170;35;PT Cyberindo Aditama
116.206.242.30;36;PT Cyberindo Aditama
116.212.157.181;24;ANGKOR DATA COMMUNICATION
116.224.114.30;20;China Telecom Group
116.232.65.109;35;China Telecom Group
116.232.68.182;25;China Telecom Group
116.233.3.89;39;China Telecom Group
116.235.36.76;51;China Telecom Group
116.237.60.13;28;China Telecom Group
116.237.93.27;18;China Telecom Group
116.237.132.162;19;China Telecom Group
117.0.3.146;25;Viettel Group
117.0.34.111;42;Viettel Group
117.0.37.114;30;Viettel Group
117.216.44.212;45;National Internet Backbone
117.4.241.46;23;Viettel Group
117.4.107.178;25;Viettel Group
117.220.196.112;29;National Internet Backbone
117.2.161.244;53;Viettel Group
117.102.107.195;34;BIZNET NETWORKS
117.145.181.140;18;Guangdong Mobile Communication Co.Ltd.
117.141.140.15;58;Guangdong Mobile Communication Co.Ltd.
117.5.45.4;18;Viettel Group
117.250.1.164;50;National Internet Backbone
117.2.241.198;57;Viettel Group
117.239.4.2;42;National Internet Backbone
117.192.45.217;39;National Internet Backbone
117.216.208.162;16;National Internet Backbone
117.220.5.9;44;National Internet Backbone
117.2.255.246;38;Viettel Group
117.4.242.241;52;Viettel Group
117.239.226.89;44;National Internet Backbone
117.240.189.210;59;National Internet Backbone
117.239.51.67;15;National Internet Backbone
117.240.207.2;18;National Internet Backbone
117.196.177.201;35;National Internet Backbone
117.250.229.74;50;National Internet Backbone
117.4.4.189;20;Viettel Group
117.249.0.86;42;National Internet Backbone
117.205.75.249;57;National Internet Backbone
117.148.226.85;24;China Mobile communications corporation
117.211.75.227;42;National Internet Backbone
117.55.243.14;32;CJONLINE ISP India
117.54.140.34;28;INDO Internet, PT
117.45.167.129;39;Chinanet
117.193.124.35;23;National Internet Backbone
117.247.114.60;47;National Internet Backbone
117.141.18.236;52;Guangdong Mobile Communication Co.Ltd.
117.239.1.166;55;National Internet Backbone
117.239.148.82;38;National Internet Backbone
117.236.110.34;16;National Internet Backbone
117.203.174.162;34;National Internet Backbone
117.247.71.217;46;National Internet Backbone
117.254.108.21;41;National Internet Backbone
117.2.131.74;17;Viettel Group
117.250.4.50;15;National Internet Backbone
117.247.73.51;45;National Internet Backbone
117.211.75.97;15;National Internet Backbone
117.254.210.76;18;National Internet Backbone
117.33.174.14;27;CHINANET SHAANXI province Cloud Base network
117.252.83.114;26;National Internet Backbone
117.200.55.226;55;National Internet Backbone
117.4.107.109;16;Viettel Group
117.239.123.209;41;National Internet Backbone
117.239.248.188;23;National Internet Backbone
117.141.201.194;37;Guangdong Mobile Communication Co.Ltd.
117.198.98.16;41;National Internet Backbone
117.247.226.206;43;National Internet Backbone
117.198.99.252;20;National Internet Backbone
117.141.135.173;56;Guangdong Mobile Communication Co.Ltd.
117.201.243.81;39;National Internet Backbone
117.236.110.101;36;National Internet Backbone
117.250.68.212;36;National Internet Backbone
117.217.123.98;50;National Internet Backbone
117.221.67.77;23;National Internet Backbone
117.4.106.156;41;Viettel Group
117.247.184.164;50;National Internet Backbone
117.211.161.212;47;National Internet Backbone
117.232.224.97;22;National Internet Backbone
117.71.188.2;25;Chinanet
117.201.255.57;53;National Internet Backbone
117.251.91.97;49;National Internet Backbone
117.212.144.245;32;National Internet Backbone
117.247.138.16;25;National Internet Backbone
117.252.242.105;47;National Internet Backbone
117.4.176.192;28;Viettel Group
117.4.57.253;16;Viettel Group
117.250.228.101;21;National Internet Backbone
117.4.32.26;39;Viettel Group
117.1.123.250;44;Viettel Group
117.203.101.226;51;National Internet Backbone
117.212.149.90;55;National Internet Backbone
117.251.16.52;32;National Internet Backbone
117.241.74.37;56;National Internet Backbone
117.55.241.77;55;CJONLINE ISP India
117.196.246.135;17;National Internet Backbone
117.4.112.139;43;Viettel Group
117.193.162.113;47;National Internet Backbone
117.240.9.146;42;National Internet Backbone
117.3.39.168;38;Viettel Group
117.254.105.173;30;National Internet Backbone
117.239.104.194;23;National Internet Backbone
117.4.184.50;49;Viettel Group
117.2.50.254;23;Viettel Group
117.242.151.133;34;National Internet Backbone
117.4.120.186;56;Viettel Group
117.240.200.90;57;National Internet Backbone
117.232.150.1;50;National Internet Backbone
117.2.158.129;55;Viettel Group
117.221.70.88;38;National Internet Backbone
117.239.218.129;52;National Internet Backbone
117.54.181.18;49;INDO Internet, PT
117.220.198.26;54;National Internet Backbone
117.205.4.136;45;National Internet Backbone
117.6.41.10;30;Viettel Group
117.255.219.137;15;National Internet Backbone
117.236.226.19;20;National Internet Backbone
117.248.107.153;35;National Internet Backbone
117.20.31.76;40;Transworld Associates Pvt. Ltd.
117.2.10.92;17;Viettel Group
117.247.111.192;59;National Internet Backbone
117.239.76.196;45;National Internet Backbone
117.236.110.65;52;National Internet Backbone
117.4.153.199;46;Viettel Group
117.6.3.70;22;Viettel Group
117.156.50.10;27;Guangdong Mobile Communication Co.Ltd.
117.141.128.190;34;Guangdong Mobile Communication Co.Ltd.
117.6.233.163;15;Viettel Group
117.2.57.59;53;Viettel Group
117.232.77.219;54;National Internet Backbone
117.4.196.81;16;Viettel Group
117.239.42.21;30;National Internet Backbone
117.159.128.2;28;Henan Mobile Communications Co.,Ltd
117.242.146.222;50;National Internet Backbone
117.40.135.211;31;Chinanet
117.250.135.52;32;National Internet Backbone
117.40.176.106;47;Chinanet
117.4.178.192;27;Viettel Group
117.45.167.130;50;Chinanet
117.247.90.234;24;National Internet Backbone
117.2.59.115;35;Viettel Group
117.20.59.11;33;PT JEMBATAN CITRA NUSANTARA
117.95.59.191;15;Chinanet
117.2.241.150;38;Viettel Group
117.250.135.51;47;National Internet Backbone
117.240.19.98;16;National Internet Backbone
117.250.211.186;29;National Internet Backbone
117.3.47.188;38;Viettel Group
117.247.109.125;59;National Internet Backbone
117.2.237.209;33;Viettel Group
117.156.181.216;46;Guangdong Mobile Communication Co.Ltd.
117.211.214.62;55;National Internet Backbone
117.200.55.25;25;National Internet Backbone
117.211.74.181;41;National Internet Backbone
117.251.23.212;30;National Internet Backbone
117.239.217.177;15;National Internet Backbone
117.239.9.177;19;National Internet Backbone
117.4.145.253;41;Viettel Group
117.2.145.7;27;Viettel Group
117.202.6.193;35;National Internet Backbone
117.132.170.43;44;Hebei Mobile Communication Company Limited
117.3.103.131;47;Viettel Group
117.255.219.133;42;National Internet Backbone
117.239.8.163;51;National Internet Backbone
117.6.130.180;40;Viettel Group
117.141.10.83;41;Guangdong Mobile Communication Co.Ltd.
117.247.105.204;58;National Internet Backbone
117.232.140.137;46;National Internet Backbone
117.102.82.133;57;BIZNET NETWORKS
117.3.237.8;15;Viettel Group
117.215.159.162;31;National Internet Backbone
117.250.206.217;19;National Internet Backbone
117.3.168.135;49;Viettel Group
117.156.119.15;40;Guangdong Mobile Communication Co.Ltd.
117.245.85.6;36;National Internet Backbone
117.232.140.25;33;National Internet Backbone
117.20.29.101;58;Trans World Enterprise Services Private Limited
117.218.144.48;49;National Internet Backbone
117.239.10.235;35;National Internet Backbone
117.232.108.131;38;National Internet Backbone
117.102.120.189;24;BIZNET NETWORKS
117.247.170.248;55;National Internet Backbone
117.102.92.228;35;BIZNET NETWORKS
117.203.100.139;35;National Internet Backbone
117.244.249.50;23;National Internet Backbone
117.2.158.169;45;Viettel Group
117.145.181.186;34;Guangdong Mobile Communication Co.Ltd.
117.247.22.106;52;National Internet Backbone
117.4.3.131;15;Viettel Group
117.198.221.34;43;National Internet Backbone
117.247.233.195;22;National Internet Backbone
117.200.74.19;42;National Internet Backbone
117.205.5.210;23;National Internet Backbone
117.250.96.193;17;National Internet Backbone
117.254.109.21;45;National Internet Backbone
117.248.111.234;45;National Internet Backbone
117.3.0.95;50;Viettel Group
117.221.69.213;30;National Internet Backbone
117.241.76.248;36;National Internet Backbone
117.45.167.131;27;Chinanet
117.3.2.238;20;Viettel Group
117.216.212.162;54;National Internet Backbone
117.221.70.26;51;National Internet Backbone
117.251.18.83;27;National Internet Backbone
117.240.62.178;35;National Internet Backbone
117.4.42.35;46;Viettel Group
117.3.5.238;23;Viettel Group
117.239.139.113;44;National Internet Backbone
117.6.99.86;53;Viettel Group
117.6.54.82;35;Viettel Group
117.240.57.1;25;National Internet Backbone
117.219.31.177;17;National Internet Backbone
117.250.1.148;18;National Internet Backbone
117.145.27.42;27;Guangdong Mobile Communication Co.Ltd.
117.251.16.173;34;National Internet Backbone
